LegacyId,Datum,Operater,A1,B1,C1,A2,B2,C2,TitlePomembnoSLO,ContentPomembnoSLO,TitleNesreceSLO,ContentNesreceSLO,TitleZastojiSLO,ContentZastojiSLO,TitleVremeSLO,ContentVremeSLO,TitleOvireSLO,ContentOvireSLO,TitleDeloNaCestiSLO,ContentDeloNaCestiSLO,TitleOpozorilaSLO,ContentOpozorilaSLO,TitleMednarodneInformacijeSLO,ContentMednarodneInformacijeSLO,TitleSplosnoSLO,ContentSplosnoSLO
1288171,2022-02-09T07:06:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Zastoji</strong></p><p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,,,<p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p>,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288172,2022-02-09T07:24:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Zastoji</strong></p><p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,,,<p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p>,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288173,2022-02-09T07:33:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Zastoji</strong></p><p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,,,<p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p>,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288174,2022-02-09T07:38:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet.</p><p><strong>Zastoji</strong></p><p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet.</p>,,<p>Zaradi jutranje prometne konice nastaja zastoj na štajerski avtocesti od Lukovice proti Ljubljani.</p>,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288175,2022-02-09T07:39:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet.</p>,,,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288176,2022-02-09T07:40:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet. Nastaja zastoj.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet. Nastaja zastoj.</p>,,,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288177,2022-02-09T07:41:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet. Nastaja zastoj.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je oviran promet. Nastaja zastoj.</p>,,,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288178,2022-02-09T07:44:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je zaprt prehitevalni pas. Nastaja zastoj.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je zaprt prehitevalni pas. Nastaja zastoj.</p>,,,Zimske razmere,,,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288179,2022-02-09T07:46:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je zaprt prehitevalni pas. Nastaja zastoj.</p><p><strong>Pnevmatika na voziš?u</strong></p><p>Na dolenjski avtocesti med obema priklju?koma Trebnje proti Novem mestu.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je zaprt prehitevalni pas. Nastaja zastoj.</p>,,,Zimske razmere,,Pnevmatika na voziš?u,<p>Na dolenjski avtocesti med obema priklju?koma Trebnje proti Novem mestu.</p>,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288180,2022-02-09T07:47:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina je zaprt prehitevalni pas. Nastaja zastoj.</p><p><strong>Pnevmatika na voziš?u</strong></p><p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina je zaprt prehitevalni pas. Nastaja zastoj.</p>,,,Zimske razmere,,Pnevmatika na voziš?u,<p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p>,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288181,2022-02-09T07:50:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj.</p><p><strong>Pnevmatika na voziš?u</strong></p><p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj.</p>,,,Zimske razmere,,Pnevmatika na voziš?u,<p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p>,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288182,2022-02-09T07:51:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj.</p><p><strong>Pnevmatika na voziš?u</strong></p><p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,<p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj.</p>,,,Zimske razmere,,Pnevmatika na voziš?u,<p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p>,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288183,2022-02-09T07:53:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj, potovalni ?as se podaljša za približno 15 minut.</p><p><strong>Pnevmatika na voziš?u</strong></p><p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,"<p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj, potovalni ?as se podaljša za približno 15 minut.</p>",,,Zimske razmere,,Pnevmatika na voziš?u,<p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p>,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288184,2022-02-09T07:53:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj, potovalni ?as se podaljša za približno 15 minut.</p><p><strong>Pnevmatika na voziš?u</strong></p><p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,"<p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj, potovalni ?as se podaljša za približno 15 minut.</p>",,,Zimske razmere,,Pnevmatika na voziš?u,<p>Na dolenjski avtocesti med priklju?koma Trebnje zahod in Trebnje vzhod proti Novem mestu.</p>,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288185,2022-02-09T08:02:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Nesre?e</strong></p><p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj, potovalni ?as se podaljša za približno 15 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,"<p>Na štajerski avtocesti pred priklju?kom Krtina so odstranili posledice prometne nesre?e. Ostaja zastoj, potovalni ?as se podaljša za približno 15 minut.</p>",,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288186,2022-02-09T08:16:00.000000,"DARS Bernarda Krži?nik, PIC",NULL,"<p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288187,2022-02-09T08:34:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p><p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288188,2022-02-09T08:35:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288189,2022-02-09T08:37:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288190,2022-02-09T08:45:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288191,2022-02-09T08:45:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288192,2022-02-09T08:45:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288193,2022-02-09T08:53:00.000000,"DARS Janja Budi?, PIC",NULL,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288194,2022-02-09T09:08:00.000000,"DARS Janja Budi?, PIC",<p><strong>Pozor!</strong></p><p>Na pomurski avtocesti Dragu?ova proti Pernici nasproti voze?e vozilo! Previdno! </p>,"<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,<p>Na pomurski avtocesti Dragu?ova proti Pernici nasproti voze?e vozilo! Previdno! </p>,,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288195,2022-02-09T09:09:00.000000,"DARS Janja Budi?, PIC","<p><strong>Pozor!</strong></p><p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, priklju?ek Pernica - razcep Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>","<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,"<p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, priklju?ek Pernica - razcep Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>",,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288196,2022-02-09T09:10:00.000000,"DARS Janja Budi?, PIC","<p><strong>Pozor!</strong></p><p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, med Pernica in razcepom Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>","<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,"<p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, med Pernica in razcepom Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>",,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
1288197,2022-02-09T09:10:00.000000,"DARS Janja Budi?, PIC","<p><strong>Pozor!</strong></p><p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, med Pernica in razcepom Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>","<p><strong>Dela</strong></p><p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p><p><strong>Mejni prehodi</strong></p><p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",NULL,,,,,"<p>Pozor vozniki, ki vozite po cesti A5, Lendava - Maribor, med Pernica in razcepom Dragu?ova v smeri Maribora je vozilo, ki vozi v nasprotno smer!</p>",,,,,Zimske razmere,,Pnevmatika na voziš?u,,Dela,"<p>Na gorenjski avtocesti bo v predoru Karavanke, danes do 12. ure, promet potekal izmeni?no enosmerno s ?akanjem pred predorom predvidoma 30 minut.</p>",Vreme,,,"<p>?akalna doba je na mejnih prehodih Starod, Obrežje, Gruškovje in Dobovec.</p>",Tovorni promet,
